[8, 8, 89, 43, 46, 41, 48, 7, 3, 7, 32, 24] 
[1, 1, 41, 8, 33, 25, 16, 25, 25, 9, 14, 6] 
[0, 0, 83, 38, 45, 39, 44, 7, 7, 5, 21, 16] 
[1, 1, 35, 6, 29, 23, 12, 23, 23, 11, 12, 6] 
[1, 1, 35, 6, 29, 23, 12, 23, 23, 11, 12, 6] 
[2, 2, 83, 41, 42, 33, 50, 17, 1, 17, 28, 24] 
[9, 9, 87, 37, 50, 37, 50, 13, 13, 13, 34, 24] 
[3, 3, 77, 30, 47, 37, 40, 17, 17, 3, 18, 22] 
[0, 0, 85, 39, 46, 40, 45, 7, 7, 5, 21, 16] 
[2, 2, 85, 42, 43, 35, 50, 15, 1, 15, 28, 24] 
[1, 1, 39, 8, 31, 25, 14, 23, 23, 11, 13, 6] 
[3, 3, 75, 28, 47, 34, 41, 19, 19, 7, 18, 22] 
[1, 1, 35, 6, 29, 23, 12, 23, 23, 11, 12, 6] 
[2, 2, 86, 44, 42, 35, 51, 16, 2, 16, 29, 24] 
[1, 1, 35, 6, 29, 23, 12, 23, 23, 11, 12, 6] 
[6, 6, 89, 46, 43, 40, 49, 9, 3, 9, 32, 24] 
[8, 8, 98, 50, 48, 43, 55, 12, 2, 12, 35, 24] 
[1, 1, 35, 6, 29, 23, 12, 23, 23, 11, 12, 6] 
[8, 8, 87, 41, 46, 40, 47, 7, 5, 7, 30, 24] 
[8, 8, 87, 41, 46, 40, 47, 7, 5, 7, 30, 24] 
[3, 3, 81, 33, 48, 36, 45, 15, 15, 9, 19, 22] 
[2, 2, 87, 44, 43, 35, 52, 17, 1, 17, 28, 24] 
[4, 4, 71, 27, 44, 27, 44, 17, 17, 17, 25, 19] 
[2, 2, 90, 44, 46, 37, 53, 16, 2, 16, 29, 24] 
[6, 6, 94, 49, 45, 41, 53, 12, 4, 12, 33, 24] 
[0, 0, 86, 41, 45, 40, 46, 6, 4, 6, 21, 16] 
[4, 4, 73, 29, 44, 28, 45, 17, 15, 17, 26, 20] 
[2, 2, 88, 45, 43, 36, 52, 16, 2, 16, 29, 24] 
[5, 5, 88, 41, 47, 47, 41, 6, 6, 6, 31, 24] 
[4, 4, 72, 28, 44, 28, 44, 16, 16, 16, 25, 20] 
[6, 6, 91, 47, 44, 40, 51, 11, 3, 11, 33, 24] 
[9, 9, 94, 43, 51, 40, 54, 14, 8, 14, 37, 24] 
[1, 1, 48, 12, 36, 30, 18, 24, 24, 12, 19, 11] 
[4, 4, 78, 31, 47, 32, 46, 16, 16, 14, 29, 24] 
[8, 8, 98, 49, 49, 46, 52, 6, 0, 6, 34, 24] 
[2, 2, 88, 45, 43, 36, 52, 16, 2, 16, 29, 24] 
[7, 7, 57, 21, 36, 38, 19, 19, 15, 19, 14, 23] 
[3, 3, 81, 33, 48, 36, 45, 15, 15, 9, 19, 22] 
[8, 8, 92, 44, 48, 42, 50, 8, 4, 8, 32, 24] 
[9, 9, 86, 36, 50, 36, 50, 14, 14, 14, 34, 24] 
[9, 9, 86, 36, 50, 36, 50, 14, 14, 14, 34, 24] 
[2, 2, 82, 40, 42, 33, 49, 16, 2, 16, 28, 24] 
[0, 0, 83, 38, 45, 39, 44, 7, 7, 5, 21, 16] 
